"";"Match Id";"Match day of the week";"Match day of the month";"Match month";"Match year";"Match Name";"Match Stage";"Match Type";"Match Time";"Match Score Type";"Match Note";"Team1";"Score";"Elo Number";"Team2";"Score.1";"Elo Number.1";"Betting line"
"1321";112686;"Saturday";9;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Upper Final";"3:50 AM IST";"final";"Bo3";"Shopify Rebellion GC";"2";1866;"TSM X";"0";1866;NA
"1322";112687;"Sunday";10;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Grand Final";"3:35 AM IST";"final";"Bo5";"Shopify Rebellion GC";"1";1883;"Cloud9 White";"3";1883;NA
"1323";112688;"Friday";8;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Lower Round 1";"4:40 AM IST";"final";"Bo3";"Ariana Grande Perfume";"2";1588;"Immortals";"0";1588;"$100 on  Ariana Grande Perfume returned $247 at 2.47 pre-match odds "
"1324";112689;"Friday";8;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Lower Round 1";"4:05 AM IST";"final";"Bo3";"Sanri-O's";"2";1595;"dart monkeys";"0";1595;"$100 on  Sanri-O's returned $320 at 3.20 pre-match odds "
"1325";112690;"Saturday";9;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Lower Round 2";"1:30 AM IST";"final";"Bo3";"Dignitas";"2";1789;"Ariana Grande Perfume";"0";1789;"$100 on  Dignitas returned $259 at 2.59 pre-match odds "
"1326";112691;"Saturday";9;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Lower Round 2";"1:30 AM IST";"final";"Bo3";"Cloud9 White";"2";1945;"Sanri-O's";"0";1945;"$100 on  Cloud9 White returned $106 at 1.06 pre-match odds "
"1327";112692;"Saturday";9;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Lower Round 3";"3:55 AM IST";"final";"Bo3";"Dignitas";"0";1800;"Cloud9 White";"2";1800;NA
"1328";112693;"Sunday";10;"7";2022;"Champions Tour Game Changers Series II: North America";"Main Event";"Lower Final";"1:30 AM IST";"final";"Bo3";"TSM X";"0";1792;"Cloud9 White";"2";1792;"$100 on  Cloud9 White returned $110 at 1.10 pre-match odds "
"1329";112699;"Saturday";9;"7";2022;"BLEED Summer Open";"Main Event";"Upper Semifinals";"8:30 AM IST";"final";"Bo3";"Oasis Gaming";"1";1648;"Gaimin Gladiators";"2";1648;"$100 on  Gaimin Gladiators returned $166 at 1.66 pre-match odds "
"1330";112700;"Saturday";9;"7";2022;"BLEED Summer Open";"Main Event";"Upper Semifinals";"12:05 PM IST";"final";"Bo3";"Alpha Esports Pro";"2";1630;"NAOS Esports";"0";1630;"$100 on  Alpha Esports Pro returned $148 at 1.48 pre-match odds "
"1331";112701;"Friday";8;"7";2022;"BLEED Summer Open";"Main Event";"Lower Round 2";"4:30 PM IST";"final";"Bo3";"BLEED Academy";"2";1539;"Lethal Esports";"0";1539;NA
"1332";112702;"Friday";8;"7";2022;"BLEED Summer Open";"Main Event";"Lower Round 2";"7:00 PM IST";"final";"Bo3";"No Namers";"2";1669;"Bren Esports";"1";1669;NA
"1333";112733;"Tuesday";5;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Upper Round 1";"11:30 AM IST";"final";"Bo3";"KONE eSC";"2";1684;"Weibo Gaming";"1";1684;NA
"1334";112734;"Tuesday";5;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Upper Round 1";"3:30 PM IST";"final";"Bo3";"NTER";"1";1512;"EDward Gaming";"2";1512;"$100 on  EDward Gaming returned $117 at 1.17 pre-match odds "
"1335";112735;"Tuesday";5;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Upper Semifinals";"7:00 PM IST";"final";"Bo3";"FunPlus Phoenix ZHUQUE";"1";1613;"KONE eSC";"2";1613;NA
"1336";112736;"Wednesday";6;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Upper Semifinals";"11:30 AM IST";"final";"Bo3";"Tales of Eastern";"0";1522;"EDward Gaming";"2";1522;"$100 on  EDward Gaming returned $114 at 1.14 pre-match odds "
"1337";112739;"Wednesday";6;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Lower Round 1";"5:30 PM IST";"final";"Bo3";"Tales of Eastern";"2";1515;"Weibo Gaming";"0";1515;NA
"1338";112740;"Wednesday";6;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Lower Round 1";"2:30 PM IST";"final";"Bo3";"FunPlus Phoenix ZHUQUE";"2";1602;"NTER";"0";1602;"$100 on  FunPlus Phoenix ZHUQUE returned $128 at 1.28 pre-match odds "
"1339";112741;"Thursday";7;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Lower Round 2";"5:30 PM IST";"final";"Bo3";"Tales of Eastern";"1";1537;"FunPlus Phoenix ZHUQUE";"2";1537;"$100 on  FunPlus Phoenix ZHUQUE returned $159 at 1.59 pre-match odds "
"1340";112742;"Thursday";7;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Upper Final";"2:30 PM IST";"final";"Bo3";"KONE eSC";"0";1707;"EDward Gaming";"2";1707;"$100 on  EDward Gaming returned $143 at 1.43 pre-match odds "
"1341";112743;"Friday";8;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Lower Final";"2:30 PM IST";"final";"Bo5";"KONE eSC";"3";1691;"FunPlus Phoenix ZHUQUE";"0";1691;"$100 on  KONE eSC returned $147 at 1.47 pre-match odds "
"1342";112744;"Saturday";9;"7";2022;"FGC VALORANT Invitational 2022: Act 3";"Playoffs";"Grand Final";"2:30 PM IST";"final";"Bo5";"EDward Gaming";"3";1778;"KONE eSC";"1";1778;"$100 on  EDward Gaming returned $126 at 1.26 pre-match odds "
"1343";112786;"Wednesday";6;"7";2022;"Valorant Regional League MENA: Resilience - Stage 2";"Playoffs";"Upper Final";"12:50 AM IST";"final";"Bo3";"XPLDZ";"1";1753;"Geekay Esports";"2";1753;"$100 on  Geekay Esports returned $182 at 1.82 pre-match odds "
"1344";112787;"Tuesday";5;"7";2022;"Valorant Regional League MENA: Resilience - Stage 2";"Playoffs";"Lower Round 1";"8:45 PM IST";"final";"Bo3";"YaLLa Esports";"1";1578;"Team Falcons";"2";1578;NA
"1345";112809;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (A)";"3:30 AM IST";"final";"Bo1";"The Guard";"1";1855;"Heretics";"0";1855;NA
"1346";112811;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (A)";"4:30 AM IST";"final";"Bo1";"The Guard";"1";1856;"BASED";"0";1856;NA
"1347";112814;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (B)";"3:30 AM IST";"final";"Bo1";"Akrew";"1";1819;"Psych Ward";"0";1819;NA
"1348";112816;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (B)";"4:30 AM IST";"final";"Bo1";"Akrew";"1";1820;"DawN";"0";1820;NA
"1349";112819;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (C)";"3:30 AM IST";"final";"Bo1";"DarkZero Esports";"1";1772;"Bald Babies";"0";1772;NA
"1350";112821;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (C)";"4:30 AM IST";"final";"Bo1";"DarkZero Esports";"1";1773;"Levitate";"0";1773;NA
"1351";112824;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (D)";"3:30 AM IST";"final";"Bo1";"Soniqs";"1";1765;"Zenigma Alpha";"0";1765;NA
"1352";112826;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (D)";"4:30 AM IST";"final";"Bo1";"Soniqs";"1";1767;"Team Mystic";"0";1767;NA
"1353";112829;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (E)";"3:30 AM IST";"final";"Bo1";"SoaR";"1";1732;"Tummy Ticklers";"0";1732;NA
"1354";112831;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (E)";"4:30 AM IST";"final";"Bo1";"SoaR";"1";1733;"Lycus Empire";"0";1733;NA
"1355";112834;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (F)";"3:30 AM IST";"final";"Bo1";"NYFU";"1";1700;"DEATH ROW";"0";1700;NA
"1356";112836;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (F)";"4:30 AM IST";"final";"Bo1";"NYFU";"1";1702;"Aspyre";"0";1702;NA
"1357";112839;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (G)";"3:30 AM IST";"final";"Bo1";"Built By Gamers Academy";"1";1704;"Lycandolt";"0";1704;NA
"1358";112844;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (H)";"3:30 AM IST";"final";"Bo1";"Lenny Time";"1";1724;"Syrup Slurpers";"0";1724;NA
"1359";112849;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (I)";"3:30 AM IST";"final";"Bo1";"Cosmic Divide";"1";1686;"Achieve";"0";1686;NA
"1360";112854;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (J)";"3:30 AM IST";"final";"Bo1";"Complexity";"1";1675;"Chicago NightPack";"0";1675;NA
"1361";112866;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (L)";"4:30 AM IST";"final";"Bo1";"VIRTUOSO";"1";1671;"Vexo Esports";"0";1671;NA
"1362";112879;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Opening (O)";"3:30 AM IST";"final";"Bo1";"Knights Academy";"1";1627;"Worst Generation";"0";1627;NA
"1363";112881;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Group Stage";"Winner's (O)";"4:30 AM IST";"final";"Bo1";"Knights Academy";"1";1630;"PUGSTARS";"0";1630;NA
"1364";112889;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"The Guard";"2";1857;"DawN";"0";1857;NA
"1365";112893;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 32";"7:00 AM IST";"final";"Bo3";"Soniqs";"2";1769;"Levitate";"0";1769;NA
"1366";112894;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 32";"6:55 AM IST";"final";"Bo3";"BASILISK";"1";1645;"Nearest Airport";"2";1645;NA
"1367";112896;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"VIRTUOSO";"1";1675;"DNADIFF";"2";1675;NA
"1369";112901;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"DarkZero Esports";"2";1774;"Team Mystic";"0";1774;NA
"1370";112903;"Wednesday";6;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"NYFU";"1";1705;"Lycus Empire";"2";1705;NA
"1371";112905;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 16";"3:35 AM IST";"final";"Bo3";"The Guard";"2";1859;"The Ganaccis";"1";1859;"$100 on  The Guard returned $104 at 1.04 pre-match odds "
"1372";112907;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 16";"3:45 AM IST";"final";"Bo3";"Soniqs";"2";1773;"Nearest Airport";"0";1773;"$100 on  Soniqs returned $151 at 1.51 pre-match odds "
"1373";112908;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"SoaR";"2";1740;"DNADIFF";"0";1740;"$100 on  SoaR returned $142 at 1.42 pre-match odds "
"1374";112909;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 16";"3:35 AM IST";"final";"Bo3";"Akrew";"1";1824;"Knights Academy";"2";1824;"$100 on  Knights Academy returned $449 at 4.49 pre-match odds "
"1375";112910;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 16";"3:35 AM IST";"final";"Bo3";"Built By Gamers Academy";"0";1715;"Cosmic Divide";"2";1715;"$100 on  Cosmic Divide returned $605 at 6.05 pre-match odds "
"1376";112911;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Round of 16";"3:40 AM IST";"final";"Bo3";"DarkZero Esports";"2";1779;"Maidenless";"1";1779;NA
"1377";112913;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Quarterfinals";"6:35 AM IST";"final";"Bo3";"The Guard";"2";1862;"Lenny Time";"1";1862;NA
"1378";112914;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Quarterfinals";"5:50 AM IST";"final";"Bo3";"Soniqs";"0";1780;"SoaR";"2";1780;NA
"1379";112915;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Quarterfinals";"6:15 AM IST";"final";"Bo3";"Knights Academy";"2";1663;"Cosmic Divide";"1";1663;NA
"1380";112916;"Thursday";7;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Quarterfinals";"6:35 AM IST";"final";"Bo3";"DarkZero Esports";"2";1782;"Lycus Empire";"0";1782;NA
"1381";112917;"Friday";8;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Semifinals";"3:30 AM IST";"final";"Bo3";"The Guard";"1";1869;"SoaR";"2";1869;"$100 on  SoaR returned $465 at 4.65 pre-match odds "
"1382";112918;"Friday";8;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Semifinals";"3:30 AM IST";"final";"Bo3";"Knights Academy";"2";1677;"DarkZero Esports";"0";1677;"$100 on  Knights Academy returned $247 at 2.47 pre-match odds "
"1383";112919;"Friday";8;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Grand Final";"6:20 AM IST";"final";"Bo3";"SoaR";"2";1784;"Knights Academy";"0";1784;NA
"1384";112993;"Wednesday";6;"7";2022;"Valorant Regional League MENA: Resilience - Stage 2";"Playoffs";"Lower Final";"10:45 PM IST";"final";"Bo3";"XPLDZ";"0";1735;"Team Falcons";"2";1735;NA
"1387";113051;"Thursday";7;"7";2022;"MEDUSA Series";"Group Stage";"Group D";"12:00 AM IST";"final";"2 Maps";"Acend Rising";"2";1677;"Case Hydra";"0";1677;NA
"1389";113199;"Friday";8;"7";2022;"Nerd Street Summer Championship 2022 - Online Qualifier";"Playoffs";"Consolation Final";"6:40 AM IST";"final";"Bo3";"The Guard";"1";1853;"DarkZero Esports";"2";1853;NA
"1392";113422;"Saturday";9;"7";2022;"BLEED Summer Open";"Main Event";"Lower Round 4";"1:30 PM IST";"final";"Bo3";"Oasis Gaming";"2";1635;"BLEED Academy";"0";1635;NA
"1393";113425;"Saturday";9;"7";2022;"BLEED Summer Open";"Main Event";"Upper Final";"4:15 PM IST";"final";"Bo3";"Gaimin Gladiators";"2";1709;"Alpha Esports Pro";"1";1709;"$100 on  Gaimin Gladiators returned $157 at 1.57 pre-match odds "
"1400";113611;"Sunday";10;"7";2022;"BLEED Summer Open";"Main Event";"Lower Final";"9:30 AM IST";"final";"Bo3";"Alpha Esports Pro";"2";1634;"NAOS Esports";"0";1634;NA
"1401";113612;"Sunday";10;"7";2022;"BLEED Summer Open";"Main Event";"Grandfinals";"12:00 PM IST";"final";"Bo5";"Gaimin Gladiators";"3";1721;"Alpha Esports Pro";"1";1721;NA
"1445";114500;"Tuesday";12;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"DarkZero Esports";"2";1784;"Avengers";"0";1784;NA
"1446";114504;"Tuesday";12;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Akrew";"2";1796;"ONi";"0";1796;NA
"1447";114507;"Tuesday";12;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Cloud9 Academy";"2";1620;"Team Mystic";"1";1620;NA
"1448";114508;"Tuesday";12;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Oxygen Academy";"2";1825;"Team Revenge";"0";1825;NA
"1450";114510;"Tuesday";12;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Knights Academy";"2";1686;"Syrup Slurpers";"0";1686;NA
"1451";114512;"Tuesday";12;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 32";"6:50 AM IST";"final";"Bo3";"Knights";"2";1780;"Team Major Academy";"0";1780;NA
"1452";114514;"Tuesday";12;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Indecisive";"0";1526;"TSM Academy";"2";1526;NA
"1453";114516;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"DarkZero Esports";"2";1788;"Solstice Esports";"0";1788;NA
"1454";114517;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"VIRTUOSO";"1";1676;"Teal Seam";"2";1676;"$100 on  Teal Seam returned $182 at 1.82 pre-match odds "
"1455";114518;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Akrew";"2";1799;"Maidenless";"1";1799;NA
"1456";114519;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Lenny Time";"2";1731;"Cloud9 Academy";"0";1731;"$100 on  Lenny Time returned $148 at 1.48 pre-match odds "
"1458";114520;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Oxygen Academy";"1";1828;"Elysium";"2";1828;"$100 on  Elysium returned $722 at 7.22 pre-match odds "
"1459";114521;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Knights Academy";"0";1692;"Resonate";"2";1692;"$100 on  Resonate returned $420 at 4.20 pre-match odds "
"1460";114522;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Knights";"2";1783;"Team Reckaroo";"1";1783;"$100 on  Knights returned $107 at 1.07 pre-match odds "
"1461";114523;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"TSM Academy";"2";1741;"TEN-5";"0";1741;NA
"1462";114524;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Quarterfinals";"6:30 AM IST";"final";"Bo3";"DarkZero Esports";"2";1791;"Teal Seam";"0";1791;NA
"1463";114525;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Quarterfinals";"6:30 AM IST";"final";"Bo3";"Akrew";"2";1802;"Lenny Time";"0";1802;NA
"1464";114526;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Quarterfinals";"6:30 AM IST";"final";"Bo3";"Elysium";"1";1606;"Resonate";"2";1606;NA
"1465";114527;"Wednesday";13;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Quarterfinals";"6:30 AM IST";"final";"Bo3";"Knights";"2";1788;"TSM Academy";"1";1788;NA
"1466";114528;"Thursday";14;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Semifinals";"3:30 AM IST";"final";"Bo3";"DarkZero Esports";"0";1799;"Akrew";"2";1799;"$100 on  Akrew returned $189 at 1.89 pre-match odds "
"1467";114529;"Thursday";14;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Semifinals";"3:30 AM IST";"final";"Bo3";"Resonate";"1";1617;"Knights";"2";1617;"$100 on  Knights returned $121 at 1.21 pre-match odds "
"1469";114530;"Thursday";14;"7";2022;"Nerd Street Summer Championship 2022 - Open 12";"Playoffs";"Grand Final";"6:20 AM IST";"final";"Bo3";"Akrew";"1";1828;"Knights";"2";1828;NA
"1659";119612;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Akrew";"1";1825;"DarkZero Esports";"2";1825;NA
"1660";119613;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Off the Grid";"0";1513;"H34DHUNT3RZ";"2";1513;NA
"1661";119614;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"VIRTUOSO";"2";1669;"Northern Forces";"0";1669;NA
"1662";119615;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"TAMU Maroon";"2";1512;"YFP Gaming";"1";1512;NA
"1663";119616;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Lenny Time";"2";1732;"Team Revenge";"0";1732;NA
"1664";119617;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"The Ganaccis";"2";1599;"QoR";"1";1599;NA
"1665";119618;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Lycus Empire";"2";1530;"Nightblood Gaming";"1";1530;NA
"1666";119619;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Nearest Airport";"2";1616;"TetraEsportsGG";"0";1616;NA
"1668";119620;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Project VII";"1";1519;"Stasis";"2";1519;NA
"1669";119621;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Maidenless";"2";1567;"PUGSTARS";"0";1567;NA
"1670";119622;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Elysium";"1";1601;"Flex Gaming";"2";1601;NA
"1671";119623;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Cosmic Divide";"2";1682;"Team Reckaroo";"1";1682;NA
"1672";119624;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"TSM Academy";"2";1734;"Ambition";"1";1734;NA
"1673";119625;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Zero MarksMen Black";"2";1589;"RILLAS";"0";1589;NA
"1674";119626;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Resonate";"2";1619;"Teal Seam";"1";1619;NA
"1675";119627;"Tuesday";19;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 32";"6:30 AM IST";"final";"Bo3";"Cloud9 Academy";"2";1578;"Team Flux";"0";1578;NA
"1676";119628;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"DarkZero Esports";"2";1788;"H34DHUNT3RZ";"0";1788;NA
"1677";119629;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"VIRTUOSO";"2";1675;"TAMU Maroon";"0";1675;NA
"1678";119630;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Lenny Time";"2";1737;"The Ganaccis";"0";1737;NA
"1679";119631;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Lycus Empire";"0";1540;"Nearest Airport";"2";1540;NA
"1680";119632;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Stasis";"0";1536;"Maidenless";"2";1536;NA
"1681";119633;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Flex Gaming";"0";1536;"Cosmic Divide";"2";1536;NA
"1682";119634;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"TSM Academy";"2";1738;"Zero MarksMen Black";"0";1738;NA
"1683";119635;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Resonate";"0";1632;"Cloud9 Academy";"2";1632;NA
"1684";119636;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Quarterfinals";"5:15 AM IST";"final";"Bo3";"DarkZero Esports";"2";1792;"VIRTUOSO";"1";1792;NA
"1685";119637;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Quarterfinals";"5:30 AM IST";"final";"Bo3";"Lenny Time";"1";1746;"Nearest Airport";"2";1746;NA
"1686";119639;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Quarterfinals";"5:45 AM IST";"final";"Bo3";"Maidenless";"0";1594;"Cosmic Divide";"2";1594;NA
